rep,carbon_count_q,carbon_count_a,ring_count_q,ring_count_a,functional_group_q,functional_group_a,bond_type_q,bond_type_a
iupac,"Given (2S)-2-benzylsulfanyl-N-(2-benzylsulfanylethyl)propanamide, return the number of carbon atoms.",19,Compute the ring count of (2S)-2-benzylsulfanyl-N-(2-benzylsulfanylethyl)propanamide.,2,"For the molecule (2S)-2-benzylsulfanyl-N-(2-benzylsulfanylethyl)propanamide, is a amide functional group present?",1,Identify whether (2S)-2-benzylsulfanyl-N-(2-benzylsulfanylethyl)propanamide has any aromatic bonds.,1
iupac,Report the number of carbon atoms in 4-acetamido-N-ethyl-1-[[3-(2-methylphenyl)phenyl]methyl]pyrrolidine-2-carboxamide.,23,Determine the ring count for 4-acetamido-N-ethyl-1-[[3-(2-methylphenyl)phenyl]methyl]pyrrolidine-2-carboxamide.,3,Determine whether 4-acetamido-N-ethyl-1-[[3-(2-methylphenyl)phenyl]methyl]pyrrolidine-2-carboxamide includes a nitro functional group.,0,Assess whether 4-acetamido-N-ethyl-1-[[3-(2-methylphenyl)phenyl]methyl]pyrrolidine-2-carboxamide contains a triple bond type.,0
smiles,"Given CC1Cc2ccc(O)n21, return the number of carbon atoms.",7,"Given the SMILES CC1Cc2ccc(O)n21, return its ring count.",2,Assess whether CC1Cc2ccc(O)n21 exhibits a alcohol group.,1,Assess whether CC1Cc2ccc(O)n21 contains a aromatic bond type.,1
iupac,"Given 2-[6-(3-chlorophenyl)-5-(4-chlorophenyl)-4-[1-(N-cyclopropylsulfonyl-4-fluoroanilino)butan-2-yl]-3-oxomorpholin-2-yl]acetic acid, return the number of carbon atoms.",31,Compute the ring count of 2-[6-(3-chlorophenyl)-5-(4-chlorophenyl)-4-[1-(N-cyclopropylsulfonyl-4-fluoroanilino)butan-2-yl]-3-oxomorpholin-2-yl]acetic acid.,5,"For the molecule 2-[6-(3-chlorophenyl)-5-(4-chlorophenyl)-4-[1-(N-cyclopropylsulfonyl-4-fluoroanilino)butan-2-yl]-3-oxomorpholin-2-yl]acetic acid, is a nitro functional group present?",0,Determine whether 2-[6-(3-chlorophenyl)-5-(4-chlorophenyl)-4-[1-(N-cyclopropylsulfonyl-4-fluoroanilino)butan-2-yl]-3-oxomorpholin-2-yl]acetic acid includes at least one triple bond.,0
smiles,Compute the total number of carbons in CC(O)C(=NO)C1CC1.,6,What is the total number of rings in CC(O)C(=NO)C1CC1?,1,Assess whether CC(O)C(=NO)C1CC1 exhibits a alcohol group.,1,Determine whether CC(O)C(=NO)C1CC1 includes at least one double bond.,1
iupac,"Identify the carbon atom count in the molecule (2R)-N-(3-bromophenyl)-2-(2,5-dimethylphenoxy)butanamide.",18,"Count the number of rings in (2R)-N-(3-bromophenyl)-2-(2,5-dimethylphenoxy)butanamide.",2,"Does the molecule (2R)-N-(3-bromophenyl)-2-(2,5-dimethylphenoxy)butanamide contain a aldehyde functional group?",0,"Determine whether (2R)-N-(3-bromophenyl)-2-(2,5-dimethylphenoxy)butanamide includes at least one triple bond.",0
smiles,How many carbons are present in the molecule CC(C)c1ccc(C=C2CN(C)CC3(C2=O)C(c2ccc(C(C)C)cc2)C2CSCN2C32C(=O)Nc3ccccc32)cc1?,37,Compute the ring count of CC(C)c1ccc(C=C2CN(C)CC3(C2=O)C(c2ccc(C(C)C)cc2)C2CSCN2C32C(=O)Nc3ccccc32)cc1.,7,Is the ketone functional group found in CC(C)c1ccc(C=C2CN(C)CC3(C2=O)C(c2ccc(C(C)C)cc2)C2CSCN2C32C(=O)Nc3ccccc32)cc1?,1,Does CC(C)c1ccc(C=C2CN(C)CC3(C2=O)C(c2ccc(C(C)C)cc2)C2CSCN2C32C(=O)Nc3ccccc32)cc1 feature any aromatic bonds?,1
iupac,What is the total count of carbon atoms in (2R)-2-[4-(2-phenylpyrimidin-4-yl)piperazin-1-yl]-N-propylpropanamide?,20,"Given the SMILES (2R)-2-[4-(2-phenylpyrimidin-4-yl)piperazin-1-yl]-N-propylpropanamide, return its ring count.",3,Does (2R)-2-[4-(2-phenylpyrimidin-4-yl)piperazin-1-yl]-N-propylpropanamide have at least one aldehyde group?,0,Is a triple bond found in the SMILES (2R)-2-[4-(2-phenylpyrimidin-4-yl)piperazin-1-yl]-N-propylpropanamide?,0
smiles,What is the total count of carbon atoms in [NH3+]C12CC1NC2C(=O)[O-]?,5,Find the number of rings contained in [NH3+]C12CC1NC2C(=O)[O-].,2,"For the molecule [NH3+]C12CC1NC2C(=O)[O-], is a amine functional group present?",1,Are double bonds present in [NH3+]C12CC1NC2C(=O)[O-]?,1
iupac,Count the number of carbon atoms in 2-[[4-[4-[(5-iodo-4-methoxy-3-methyl-1-benzofuran-2-carbonyl)amino]phenyl]phenyl]sulfonylamino]-3-methylbutanoic acid.,28,What is the total number of rings in 2-[[4-[4-[(5-iodo-4-methoxy-3-methyl-1-benzofuran-2-carbonyl)amino]phenyl]phenyl]sulfonylamino]-3-methylbutanoic acid?,4,Does the SMILES 2-[[4-[4-[(5-iodo-4-methoxy-3-methyl-1-benzofuran-2-carbonyl)amino]phenyl]phenyl]sulfonylamino]-3-methylbutanoic acid encode a phenol functional group?,0,Determine whether 2-[[4-[4-[(5-iodo-4-methoxy-3-methyl-1-benzofuran-2-carbonyl)amino]phenyl]phenyl]sulfonylamino]-3-methylbutanoic acid includes at least one triple bond.,0
smiles,"Given Nc1c[nH]c2[nH]ncc12, return the number of carbon atoms.",5,Compute the ring count of Nc1c[nH]c2[nH]ncc12.,2,Does Nc1c[nH]c2[nH]ncc12 have at least one amine group?,1,Are aromatic bonds present in Nc1c[nH]c2[nH]ncc12?,1
iupac,"How many carbon atoms make up the structure 1-(3,5-dimethylpiperidin-1-yl)sulfonyl-N-[(3-methoxyphenyl)methyl]piperidine-4-carboxamide?",21,"Report the number of rings in the molecule 1-(3,5-dimethylpiperidin-1-yl)sulfonyl-N-[(3-methoxyphenyl)methyl]piperidine-4-carboxamide.",3,"Does the molecule 1-(3,5-dimethylpiperidin-1-yl)sulfonyl-N-[(3-methoxyphenyl)methyl]piperidine-4-carboxamide contain a halide functional group?",0,"Identify whether 1-(3,5-dimethylpiperidin-1-yl)sulfonyl-N-[(3-methoxyphenyl)methyl]piperidine-4-carboxamide has any triple bonds.",0
smiles,How many carbon atoms make up the structure CC12CCC1OC(=O)C2?,7,What is the total number of rings in CC12CCC1OC(=O)C2?,2,Determine whether CC12CCC1OC(=O)C2 includes a ester functional group.,1,Identify whether CC12CCC1OC(=O)C2 has any double bonds.,1
iupac,"Compute the total number of carbons in 5-[2-[(3S)-3-(1H-imidazol-2-yl)piperidin-1-yl]-2-oxoethyl]-3-methyl-1H-pyrimidine-2,4-dione.",15,"How many cyclic structures are in 5-[2-[(3S)-3-(1H-imidazol-2-yl)piperidin-1-yl]-2-oxoethyl]-3-methyl-1H-pyrimidine-2,4-dione?",3,"Does 5-[2-[(3S)-3-(1H-imidazol-2-yl)piperidin-1-yl]-2-oxoethyl]-3-methyl-1H-pyrimidine-2,4-dione have at least one phenol group?",0,"Does the chemical structure 5-[2-[(3S)-3-(1H-imidazol-2-yl)piperidin-1-yl]-2-oxoethyl]-3-methyl-1H-pyrimidine-2,4-dione include triple bonding?",0
iupac,"Compute the total number of carbons in (1R,2R,3S,4R)-3-(diethylcarbamoyl)-7-oxabicyclo[2.2.1]heptane-2-carboxylic acid.",12,"What is the total number of rings in (1R,2R,3S,4R)-3-(diethylcarbamoyl)-7-oxabicyclo[2.2.1]heptane-2-carboxylic acid?",2,"Assess whether (1R,2R,3S,4R)-3-(diethylcarbamoyl)-7-oxabicyclo[2.2.1]heptane-2-carboxylic acid exhibits a ester group.",1,"Determine whether (1R,2R,3S,4R)-3-(diethylcarbamoyl)-7-oxabicyclo[2.2.1]heptane-2-carboxylic acid includes at least one double bond.",1
smiles,Compute the total number of carbons in N=COc1occc1O.,5,"For N=COc1occc1O, how many distinct rings are present?",1,Does the SMILES N=COc1occc1O encode a nitro functional group?,0,Does N=COc1occc1O feature any triple bonds?,0
iupac,"How many carbon atoms make up the structure 3-methyl-2-[2-(4-methylpiperidin-1-yl)-2-oxoethyl]sulfanyl-6,7-dihydrothieno[3,2-d]pyrimidin-4-one?",15,"How many cyclic structures are in 3-methyl-2-[2-(4-methylpiperidin-1-yl)-2-oxoethyl]sulfanyl-6,7-dihydrothieno[3,2-d]pyrimidin-4-one?",3,"Determine whether 3-methyl-2-[2-(4-methylpiperidin-1-yl)-2-oxoethyl]sulfanyl-6,7-dihydrothieno[3,2-d]pyrimidin-4-one includes a amine functional group.",1,"Are double bonds present in 3-methyl-2-[2-(4-methylpiperidin-1-yl)-2-oxoethyl]sulfanyl-6,7-dihydrothieno[3,2-d]pyrimidin-4-one?",1
iupac,Report the number of carbon atoms in N-[[1-(2-morpholin-4-ylethyl)pyrrolidin-3-yl]methyl]-2-(tetrazol-1-yl)acetamide.,14,Report the number of rings in the molecule N-[[1-(2-morpholin-4-ylethyl)pyrrolidin-3-yl]methyl]-2-(tetrazol-1-yl)acetamide.,3,Is the alcohol functional group found in N-[[1-(2-morpholin-4-ylethyl)pyrrolidin-3-yl]methyl]-2-(tetrazol-1-yl)acetamide?,0,Determine whether N-[[1-(2-morpholin-4-ylethyl)pyrrolidin-3-yl]methyl]-2-(tetrazol-1-yl)acetamide includes at least one triple bond.,0
smiles,How many carbon atoms make up the structure OC12C3C4CN(C41)C32?,6,What is the total number of rings in OC12C3C4CN(C41)C32?,4,Is a amine group present in OC12C3C4CN(C41)C32?,1,Does the molecule OC12C3C4CN(C41)C32 contain any double bonds?,0
iupac,"How many carbons are present in the molecule 1-(pyridin-4-ylmethyl)-4,6-bis(trifluoromethyl)pyrazolo[5,4-b]pyridine?",14,"Report the number of rings in the molecule 1-(pyridin-4-ylmethyl)-4,6-bis(trifluoromethyl)pyrazolo[5,4-b]pyridine.",3,"For the molecule 1-(pyridin-4-ylmethyl)-4,6-bis(trifluoromethyl)pyrazolo[5,4-b]pyridine, is a phenol functional group present?",0,"Check if the structure 1-(pyridin-4-ylmethyl)-4,6-bis(trifluoromethyl)pyrazolo[5,4-b]pyridine has a aromatic bond.",1
iupac,"How many carbon atoms make up the structure (4S,8S)-6-[2-(6-chloro-2,3-dihydro-1,4-benzodioxin-7-yl)acetyl]-3,17-dioxa-6,9,12,20,21,22-hexazatetracyclo[18.2.1.04,8.011,16]tricosa-1(23),11(16),12,14,21-pentaen-10-one?",25,"What is the total number of rings in (4S,8S)-6-[2-(6-chloro-2,3-dihydro-1,4-benzodioxin-7-yl)acetyl]-3,17-dioxa-6,9,12,20,21,22-hexazatetracyclo[18.2.1.04,8.011,16]tricosa-1(23),11(16),12,14,21-pentaen-10-one?",6,"Does the SMILES (4S,8S)-6-[2-(6-chloro-2,3-dihydro-1,4-benzodioxin-7-yl)acetyl]-3,17-dioxa-6,9,12,20,21,22-hexazatetracyclo[18.2.1.04,8.011,16]tricosa-1(23),11(16),12,14,21-pentaen-10-one encode a amine functional group?",1,"Check if the structure (4S,8S)-6-[2-(6-chloro-2,3-dihydro-1,4-benzodioxin-7-yl)acetyl]-3,17-dioxa-6,9,12,20,21,22-hexazatetracyclo[18.2.1.04,8.011,16]tricosa-1(23),11(16),12,14,21-pentaen-10-one has a double bond.",1
iupac,"For the SMILES methyl 3-amino-3-oxopropanoate, how many carbon atoms does it contain?",4,Determine the ring count for methyl 3-amino-3-oxopropanoate.,0,Check if the structure methyl 3-amino-3-oxopropanoate contains a phenol.,0,Determine whether methyl 3-amino-3-oxopropanoate includes at least one triple bond.,0
iupac,"Given 1-(5-bromo-4-methoxypyrimidin-2-yl)-3-methyl-3,4-dihydro-2H-quinoline, return the number of carbon atoms.",15,"Given the SMILES 1-(5-bromo-4-methoxypyrimidin-2-yl)-3-methyl-3,4-dihydro-2H-quinoline, return its ring count.",3,"Identify if 1-(5-bromo-4-methoxypyrimidin-2-yl)-3-methyl-3,4-dihydro-2H-quinoline contains a halide.",1,"Assess whether 1-(5-bromo-4-methoxypyrimidin-2-yl)-3-methyl-3,4-dihydro-2H-quinoline contains a aromatic bond type.",1
iupac,Report the number of carbon atoms in 2-[2-chloro-6-ethoxy-4-[[2-(4-methoxy-1-benzofuran-2-yl)-4-oxoquinazolin-3-yl]iminomethyl]phenoxy]-N-phenylacetamide.,34,Determine the ring count for 2-[2-chloro-6-ethoxy-4-[[2-(4-methoxy-1-benzofuran-2-yl)-4-oxoquinazolin-3-yl]iminomethyl]phenoxy]-N-phenylacetamide.,6,Identify if 2-[2-chloro-6-ethoxy-4-[[2-(4-methoxy-1-benzofuran-2-yl)-4-oxoquinazolin-3-yl]iminomethyl]phenoxy]-N-phenylacetamide contains a nitro.,0,Determine whether 2-[2-chloro-6-ethoxy-4-[[2-(4-methoxy-1-benzofuran-2-yl)-4-oxoquinazolin-3-yl]iminomethyl]phenoxy]-N-phenylacetamide includes at least one triple bond.,0
smiles,Compute the total number of carbons in C#CC1(O)C2CCCC21.,8,"For C#CC1(O)C2CCCC21, how many distinct rings are present?",2,Identify if C#CC1(O)C2CCCC21 contains a alcohol.,1,Does the molecule C#CC1(O)C2CCCC21 contain any triple bonds?,1
smiles,Count the number of carbon atoms in O=CC12CC(O1)C2=NO.,5,"Given the SMILES O=CC12CC(O1)C2=NO, return its ring count.",2,Is the amine functional group found in O=CC12CC(O1)C2=NO?,0,Does the chemical structure O=CC12CC(O1)C2=NO include triple bonding?,0
iupac,"Compute the total number of carbons in (9S)-9-(3-chlorophenyl)-N-(4-fluorophenyl)-5-methyl-3-phenyl-1,3,4,8-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,10,12-tetraene-8-carboxamide.",29,"For (9S)-9-(3-chlorophenyl)-N-(4-fluorophenyl)-5-methyl-3-phenyl-1,3,4,8-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,10,12-tetraene-8-carboxamide, how many distinct rings are present?",6,"Check if the structure (9S)-9-(3-chlorophenyl)-N-(4-fluorophenyl)-5-methyl-3-phenyl-1,3,4,8-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,10,12-tetraene-8-carboxamide contains a halide.",1,"Does the molecule (9S)-9-(3-chlorophenyl)-N-(4-fluorophenyl)-5-methyl-3-phenyl-1,3,4,8-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,10,12-tetraene-8-carboxamide contain any aromatic bonds?",1
smiles,"Given N#CCCNC(=O)CS(=O)(=O)c1ccc(C(=O)O)o1, return the number of carbon atoms.",10,Find the number of rings contained in N#CCCNC(=O)CS(=O)(=O)c1ccc(C(=O)O)o1.,1,Check if the structure N#CCCNC(=O)CS(=O)(=O)c1ccc(C(=O)O)o1 contains a halide.,0,Identify whether N#CCCNC(=O)CS(=O)(=O)c1ccc(C(=O)O)o1 has any aromatic bonds.,1
smiles,Identify the carbon atom count in the molecule COc1cc(/C=C\C(=O)NC2=NCCS2)ccc1OCC(C)C.,17,Compute the ring count of COc1cc(/C=C\C(=O)NC2=NCCS2)ccc1OCC(C)C.,2,Is the ketone functional group found in COc1cc(/C=C\C(=O)NC2=NCCS2)ccc1OCC(C)C?,1,Does the molecule COc1cc(/C=C\C(=O)NC2=NCCS2)ccc1OCC(C)C contain any triple bonds?,0
iupac,Identify the carbon atom count in the molecule (2R)-2-[(4-chlorophenyl)sulfonylamino]-N-(2-methylphenyl)-3-phenylpropanamide.,22,Compute the ring count of (2R)-2-[(4-chlorophenyl)sulfonylamino]-N-(2-methylphenyl)-3-phenylpropanamide.,3,Determine whether (2R)-2-[(4-chlorophenyl)sulfonylamino]-N-(2-methylphenyl)-3-phenylpropanamide includes a alcohol functional group.,0,Check if the structure (2R)-2-[(4-chlorophenyl)sulfonylamino]-N-(2-methylphenyl)-3-phenylpropanamide has a triple bond.,0
iupac,What is the total count of carbon atoms in 1H-azocin-2-one?,7,"Given the SMILES 1H-azocin-2-one, return its ring count.",1,Check if the structure 1H-azocin-2-one contains a amine.,1,Does 1H-azocin-2-one feature any double bonds?,1
iupac,"Given N-[1-[(2S)-3-[bis(4-methoxyphenyl)-phenylmethoxy]-2-hydroxypropyl]-2-oxopyrimidin-4-yl]acetamide, return the number of carbon atoms.",30,Report the number of rings in the molecule N-[1-[(2S)-3-[bis(4-methoxyphenyl)-phenylmethoxy]-2-hydroxypropyl]-2-oxopyrimidin-4-yl]acetamide.,4,Check if the structure N-[1-[(2S)-3-[bis(4-methoxyphenyl)-phenylmethoxy]-2-hydroxypropyl]-2-oxopyrimidin-4-yl]acetamide contains a carboxylic_acid.,0,Assess whether N-[1-[(2S)-3-[bis(4-methoxyphenyl)-phenylmethoxy]-2-hydroxypropyl]-2-oxopyrimidin-4-yl]acetamide contains a triple bond type.,0
smiles,What is the total count of carbon atoms in CC1C2OC=NCC12O?,6,What is the total number of rings in CC1C2OC=NCC12O?,2,Identify if CC1C2OC=NCC12O contains a alcohol.,1,Determine whether CC1C2OC=NCC12O includes at least one double bond.,1
iupac,"What is the total count of carbon atoms in [8-butyl-5-(4-chlorophenyl)-5,7,9,16-tetrazatetracyclo[7.7.0.02,6.010,15]hexadeca-1(16),2(6),3,7,10,12,14-heptaen-3-yl] pentanoate?",27,"Given the SMILES [8-butyl-5-(4-chlorophenyl)-5,7,9,16-tetrazatetracyclo[7.7.0.02,6.010,15]hexadeca-1(16),2(6),3,7,10,12,14-heptaen-3-yl] pentanoate, return its ring count.",5,"Assess whether [8-butyl-5-(4-chlorophenyl)-5,7,9,16-tetrazatetracyclo[7.7.0.02,6.010,15]hexadeca-1(16),2(6),3,7,10,12,14-heptaen-3-yl] pentanoate exhibits a carboxylic_acid group.",0,"For the molecule [8-butyl-5-(4-chlorophenyl)-5,7,9,16-tetrazatetracyclo[7.7.0.02,6.010,15]hexadeca-1(16),2(6),3,7,10,12,14-heptaen-3-yl] pentanoate, does a triple bond exist?",0
iupac,"For the SMILES 2-[[1-(2-methoxyethyl)cyclopropyl]methylamino]-6-methylsulfanylbenzenecarbothioamide, how many carbon atoms does it contain?",15,Find the number of rings contained in 2-[[1-(2-methoxyethyl)cyclopropyl]methylamino]-6-methylsulfanylbenzenecarbothioamide.,2,Identify if 2-[[1-(2-methoxyethyl)cyclopropyl]methylamino]-6-methylsulfanylbenzenecarbothioamide contains a amine.,1,Determine whether 2-[[1-(2-methoxyethyl)cyclopropyl]methylamino]-6-methylsulfanylbenzenecarbothioamide includes at least one double bond.,1
smiles,Compute the total number of carbons in Cc1ccc2c(c1)c1cc(C)ccc1n2-c1cc(-c2ccncc2)c(C#N)cc1-c1ccccc1.,32,Find the number of rings contained in Cc1ccc2c(c1)c1cc(C)ccc1n2-c1cc(-c2ccncc2)c(C#N)cc1-c1ccccc1.,6,Is the phenol functional group found in Cc1ccc2c(c1)c1cc(C)ccc1n2-c1cc(-c2ccncc2)c(C#N)cc1-c1ccccc1?,0,"For the molecule Cc1ccc2c(c1)c1cc(C)ccc1n2-c1cc(-c2ccncc2)c(C#N)cc1-c1ccccc1, does a double bond exist?",0
smiles,How many carbon atoms make up the structure O=C(O)COc1ccccc1/C=C1\SC(=O)N(CCOc2ccc(F)cc2)C1=O?,20,What is the total number of rings in O=C(O)COc1ccccc1/C=C1\SC(=O)N(CCOc2ccc(F)cc2)C1=O?,3,Is a alcohol group present in O=C(O)COc1ccccc1/C=C1\SC(=O)N(CCOc2ccc(F)cc2)C1=O?,1,Is a double bond found in the SMILES O=C(O)COc1ccccc1/C=C1\SC(=O)N(CCOc2ccc(F)cc2)C1=O?,1
smiles,Identify the carbon atom count in the molecule CC(=O)O[C@H]1CC(=O)[C@H](C)[C@@](C)(/C=C/C(C)=C/Cc2c(O)cc(C)c(C=O)c2O)[C@@H]1C.,25,What is the total number of rings in CC(=O)O[C@H]1CC(=O)[C@H](C)[C@@](C)(/C=C/C(C)=C/Cc2c(O)cc(C)c(C=O)c2O)[C@@H]1C?,2,"For the molecule CC(=O)O[C@H]1CC(=O)[C@H](C)[C@@](C)(/C=C/C(C)=C/Cc2c(O)cc(C)c(C=O)c2O)[C@@H]1C, is a carboxylic_acid functional group present?",0,Is a triple bond found in the SMILES CC(=O)O[C@H]1CC(=O)[C@H](C)[C@@](C)(/C=C/C(C)=C/Cc2c(O)cc(C)c(C=O)c2O)[C@@H]1C?,0
iupac,"Count the number of carbon atoms in (7R)-7-(4-hydroxyphenyl)-5-methyl-2-phenyl-N-pyridin-3-yl-4,7-dihydro-[1,2,4]triazolo[1,5-a]pyrimidine-6-carboxamide.",24,"Report the number of rings in the molecule (7R)-7-(4-hydroxyphenyl)-5-methyl-2-phenyl-N-pyridin-3-yl-4,7-dihydro-[1,2,4]triazolo[1,5-a]pyrimidine-6-carboxamide.",5,"For the molecule (7R)-7-(4-hydroxyphenyl)-5-methyl-2-phenyl-N-pyridin-3-yl-4,7-dihydro-[1,2,4]triazolo[1,5-a]pyrimidine-6-carboxamide, is a phenol functional group present?",1,"Does (7R)-7-(4-hydroxyphenyl)-5-methyl-2-phenyl-N-pyridin-3-yl-4,7-dihydro-[1,2,4]triazolo[1,5-a]pyrimidine-6-carboxamide feature any aromatic bonds?",1
iupac,How many carbon atoms make up the structure N-[(2S)-4-[(4-methyloxan-4-yl)methylamino]-4-oxobutan-2-yl]cyclopentanecarboxamide?,17,"For N-[(2S)-4-[(4-methyloxan-4-yl)methylamino]-4-oxobutan-2-yl]cyclopentanecarboxamide, how many distinct rings are present?",2,"For the molecule N-[(2S)-4-[(4-methyloxan-4-yl)methylamino]-4-oxobutan-2-yl]cyclopentanecarboxamide, is a carboxylic_acid functional group present?",0,Check if the structure N-[(2S)-4-[(4-methyloxan-4-yl)methylamino]-4-oxobutan-2-yl]cyclopentanecarboxamide has a aromatic bond.,0
iupac,What is the total count of carbon atoms in 7-chloro-6-methoxy-4-methylchromen-2-one?,11,"Given the SMILES 7-chloro-6-methoxy-4-methylchromen-2-one, return its ring count.",2,Assess whether 7-chloro-6-methoxy-4-methylchromen-2-one exhibits a halide group.,1,Is a aromatic bond found in the SMILES 7-chloro-6-methoxy-4-methylchromen-2-one?,1
iupac,Determine the total carbon count for 4-[anilino(dimethoxyphosphoryl)methyl]-2-methoxyphenol.,16,"For 4-[anilino(dimethoxyphosphoryl)methyl]-2-methoxyphenol, how many distinct rings are present?",2,Assess whether 4-[anilino(dimethoxyphosphoryl)methyl]-2-methoxyphenol exhibits a ester group.,0,Is a triple bond found in the SMILES 4-[anilino(dimethoxyphosphoryl)methyl]-2-methoxyphenol?,0
smiles,How many carbons are present in the molecule C1CC23CCC2(CO3)O1?,7,Compute the ring count of C1CC23CCC2(CO3)O1.,3,Identify if C1CC23CCC2(CO3)O1 contains a amide.,0,"For the molecule C1CC23CCC2(CO3)O1, does a double bond exist?",0
iupac,How many carbons are present in the molecule 2-[3-[[4-[2-(2-methylphenoxy)ethyl]piperazin-1-yl]methyl]indol-1-yl]acetamide?,24,"Given the SMILES 2-[3-[[4-[2-(2-methylphenoxy)ethyl]piperazin-1-yl]methyl]indol-1-yl]acetamide, return its ring count.",4,Does the SMILES 2-[3-[[4-[2-(2-methylphenoxy)ethyl]piperazin-1-yl]methyl]indol-1-yl]acetamide encode a ketone functional group?,1,Does 2-[3-[[4-[2-(2-methylphenoxy)ethyl]piperazin-1-yl]methyl]indol-1-yl]acetamide feature any double bonds?,1
iupac,Report the number of carbon atoms in N-[2-(3-benzylsulfanylindol-1-yl)ethyl]-2-methoxybenzamide.,25,Find the number of rings contained in N-[2-(3-benzylsulfanylindol-1-yl)ethyl]-2-methoxybenzamide.,4,Is the ketone functional group found in N-[2-(3-benzylsulfanylindol-1-yl)ethyl]-2-methoxybenzamide?,1,Is a double bond found in the SMILES N-[2-(3-benzylsulfanylindol-1-yl)ethyl]-2-methoxybenzamide?,1
iupac,"What is the total count of carbon atoms in (2R)-2-[[5-(3-chloroanilino)-1,3,4-thiadiazol-2-yl]sulfanyl]-N-propylpropanamide?",14,"How many ring systems does (2R)-2-[[5-(3-chloroanilino)-1,3,4-thiadiazol-2-yl]sulfanyl]-N-propylpropanamide contain?",2,"Check if the structure (2R)-2-[[5-(3-chloroanilino)-1,3,4-thiadiazol-2-yl]sulfanyl]-N-propylpropanamide contains a ester.",0,"Does (2R)-2-[[5-(3-chloroanilino)-1,3,4-thiadiazol-2-yl]sulfanyl]-N-propylpropanamide feature any triple bonds?",0
smiles,What is the total count of carbon atoms in C[C@H](NCc1nccc(=N)[nH]1)c1ccc(-c2cccc(C#N)c2)cc1?,20,Determine the ring count for C[C@H](NCc1nccc(=N)[nH]1)c1ccc(-c2cccc(C#N)c2)cc1.,3,Identify if C[C@H](NCc1nccc(=N)[nH]1)c1ccc(-c2cccc(C#N)c2)cc1 contains a amine.,1,Assess whether C[C@H](NCc1nccc(=N)[nH]1)c1ccc(-c2cccc(C#N)c2)cc1 contains a triple bond type.,1
smiles,How many carbon atoms make up the structure N#Cc1ccc(Cl)cc1NC(=O)N1CCCC1?,12,How many ring systems does N#Cc1ccc(Cl)cc1NC(=O)N1CCCC1 contain?,2,Is the ester functional group found in N#Cc1ccc(Cl)cc1NC(=O)N1CCCC1?,0,Determine whether N#Cc1ccc(Cl)cc1NC(=O)N1CCCC1 includes at least one double bond.,1
iupac,"For the SMILES 4-bromo-N-(4-tert-butylcyclohexyl)-1-methylpyrazole-5-carboxamide, how many carbon atoms does it contain?",15,Compute the ring count of 4-bromo-N-(4-tert-butylcyclohexyl)-1-methylpyrazole-5-carboxamide.,2,Is the halide functional group found in 4-bromo-N-(4-tert-butylcyclohexyl)-1-methylpyrazole-5-carboxamide?,1,Assess whether 4-bromo-N-(4-tert-butylcyclohexyl)-1-methylpyrazole-5-carboxamide contains a triple bond type.,0
smiles,What is the total count of carbon atoms in OCC1OCC12CCC2?,7,What is the total number of rings in OCC1OCC12CCC2?,2,Is the halide functional group found in OCC1OCC12CCC2?,0,"For the molecule OCC1OCC12CCC2, does a triple bond exist?",0
iupac,Report the number of carbon atoms in 7-fluoro-2-[3-[3-(3-methoxyphenyl)pyrazin-2-yl]azetidin-1-yl]quinoline.,23,Count the number of rings in 7-fluoro-2-[3-[3-(3-methoxyphenyl)pyrazin-2-yl]azetidin-1-yl]quinoline.,5,"For the molecule 7-fluoro-2-[3-[3-(3-methoxyphenyl)pyrazin-2-yl]azetidin-1-yl]quinoline, is a halide functional group present?",1,Is a aromatic bond found in the SMILES 7-fluoro-2-[3-[3-(3-methoxyphenyl)pyrazin-2-yl]azetidin-1-yl]quinoline?,1
