,question,answer,task
2013,"From the SMILES CN(C)C(=O)CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4, predict the Lipo property.",2.4,lipo
2014,"For the molecule CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5cocc5)ccc4C, return its lipophilicity score.",2.43,lipo
2015,"From the SMILES COc1cccc2c(ccnc12)c3c(C)n(CC(=O)O)c4ccc(C)cc34, predict the Lipo property.",0.49,lipo
2016,Report the predicted Lipo value for CC1CCN(CC1)C(=O)c2scc3OCCOc23.,2.26,lipo
2017,Predict the lipophilicity (Lipo) value for the molecule with SMILES: C(Cc1nc2ccccc2[nH]1)Cc3nc4ccccc4[nH]3,3.5,lipo
2018,What is the logD/lipophilicity of COc1ccc2C(=NC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1)C?,0.29,lipo
2019,Provide the lipophilicity index for the compound Oc1ccc(cc1)C2=Cc3ccccc3OC2=O.,3.0,lipo
2020,Predict the lipophilicity (Lipo) value for the molecule with SMILES: C[C@@H](c1ncncc1F)[C@](O)(Cn2cncn2)c3ccc(F)cc3F,1.7,lipo
2021,Estimate the lipophilicity property of CC(C)(C)OC(=O)N1CCN(CC1)c2ncc(OCc3ccc(cc3)S(=O)(=O)C)cn2.,3.27,lipo
2022,What is the logD/lipophilicity of Clc1cccc(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1Cl?,4.37,lipo
2023,Predict the lipophilicity (Lipo) value for the molecule with SMILES: CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4ccc(OC)cc4,2.15,lipo
2024,"Given the SMILES ONC(=O)c1ccc(NS(=O)(=O)c2ccccc2)cc1, compute its lipophilicity.",0.75,lipo
2025,Estimate the lipophilicity property of Nc1nc2ccccc2s1.,2.0,lipo
2026,"For the molecule O=C1NC=Nc2[nH]ncc12, return its lipophilicity score.",-0.42,lipo
2027,"From the SMILES C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3NC(=O)C(=Cc13)C#N, predict the Lipo property.",3.32,lipo
2028,Provide the lipophilicity index for the compound Cc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N.,2.99,lipo
2029,"Given the SMILES CC1(C)COCc2sc(nc12)N3CCN(CC3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N, compute its lipophilicity.",2.4,lipo
2030,Predict the lipophilicity (Lipo) value for the molecule with SMILES: CCc1cc(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)n(C)n1,2.6,lipo
2031,"From the SMILES COc1cc2c(Nc3c(Cl)ccc4OCOc34)ncnc2cc1OCCCN5CCCCC5, predict the Lipo property.",2.05,lipo
2032,Predict the lipophilicity (Lipo) value for the molecule with SMILES: CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)C(=O)NC1=O,-0.55,lipo
2033,What is the predicted lipophilicity (Lipo) of Nc1nc(Nc2ccc(F)c(Cl)c2)c3nc[nH]c3n1?,2.75,lipo
2034,Report the predicted Lipo value for ONC(=O)Cc1ccc(OCc2ccccc2)cc1.,1.92,lipo
2035,"For the molecule CCCc1c(O)c(ccc1OCCCOc2ccc3C(=O)C=C(Oc3c2CCC)C(=O)O)C(=O)C, return its lipophilicity score.",3.0,lipo
2036,Provide the lipophilicity index for the compound COc1cc(Nc2cc(Oc3cccnc3C)ccn2)cc(OC)c1OC.,3.19,lipo
2037,What is the logD/lipophilicity of CC(C)(C)C(=O)NCc1ccc(NC(=O)N2CCCC(O)(C2)c3ccc(Cl)c(Cl)c3)cc1?,3.93,lipo
2038,"From the SMILES CCN(CCCOCCOCCc1ccccc1)CCc2ccc(O)c3nc(O)sc23, predict the Lipo property.",2.45,lipo
2039,How lipophilic is CN1CCN(CC1)C(=O)c2cc3cc(F)ccc3[nH]2?,1.97,lipo
2040,"For the molecule CCN(C1CCN(CC[C@H](c2ccc(cc2)S(=O)(=O)C)c3cc(F)c(F)c(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C, return its lipophilicity score.",2.55,lipo
2041,What is the predicted lipophilicity (Lipo) of CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(cc2)[N+](=O)[O-])C1)C(C)(C)C?,1.54,lipo
2042,Estimate the lipophilicity property of CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3nccnc3C(=O)N2Cc4ccccc4.,-0.14,lipo
2043,Predict the lipophilicity (Lipo) value for the molecule with SMILES: C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3)C#N)cn2)C(=O)OC(C)(C)C,2.89,lipo
2044,"Given the SMILES CC(=O)Nc1ccc2c(c1)c(cn2CCC(=O)O)c3cc(NC4CC4)n5ncc(C#N)c5n3, compute its lipophilicity.",-0.87,lipo
2045,Estimate the lipophilicity property of CC(C)Cc1ccc(cc1)[C@@H](C)C(=O)NS(=O)(=O)C.,0.51,lipo
2046,"For the molecule COc1cc(cc(OC)c1OC)C(=O)N2CC[C@@](CCN3CCC(CC3)(C(=O)N)c4ccccc4)(C2)c5ccc(Cl)c(Cl)c5, return its lipophilicity score.",3.23,lipo
2047,How lipophilic is NC(=O)c1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)n1?,1.71,lipo
2048,Report the predicted Lipo value for COCc1ccoc1C(=O)N(C(C(=O)NC[C@@H](C)O)c2ccccc2F)c3ccc(OC)cc3OC.,1.98,lipo
2049,"Given the SMILES COCCOc1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1, compute its lipophilicity.",3.1,lipo
2050,"For the molecule Cc1onc(c2ccccc2)c1c3ccc(cc3)S(=O)(=O)N, return its lipophilicity score.",2.37,lipo
2051,Estimate the lipophilicity property of COc1ccc2C=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1.,1.16,lipo
2052,What is the predicted lipophilicity (Lipo) of Oc1ccc(N2C(=O)c3ccc(O)cc3C2=O)c(F)c1?,2.1,lipo
2053,"Given the SMILES Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12, compute its lipophilicity.",1.98,lipo
2054,How lipophilic is Nc1c(NC2CCCCC2)nc(nc1N3CCOCC3)C#N?,2.81,lipo
2055,"For the molecule O[C@@H](CNCCc1cccc(CNCCc2ccccc2Cl)c1)c3ccc(O)c4NC(=O)Sc34, return its lipophilicity score.",1.63,lipo
2056,What is the logD/lipophilicity of Oc1ccc(Cl)cc1C(=O)Nc2ccc(F)cc2F?,3.6,lipo
2057,Provide the lipophilicity index for the compound CC[C@H](CO)Nc1nc(SCc2ccccc2)nc3NC(=O)Sc13.,3.22,lipo
2058,"From the SMILES COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4cc(Cl)ccn34)N5CCN(CC5)C(=O)C, predict the Lipo property.",4.2,lipo
2059,Estimate the lipophilicity property of COc1ccc(Cl)c(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c1.,2.0,lipo
2060,What is the logD/lipophilicity of Nc1ncnc2ccccc12?,1.26,lipo
2061,Report the predicted Lipo value for CS(=O)(=O)c1ccc(s1)C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3.,2.86,lipo
2062,"Given the SMILES CC(NC(=O)C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1, compute its lipophilicity.",3.1,lipo
2063,Report the predicted Lipo value for C[C@H](NC(=O)[C@@H]1CCCC[C@H]1C(=O)N2CCc3[nH]c4ccc(F)cc4c3C2)C#N.,3.5,lipo
2064,Estimate the lipophilicity property of C[C@H](CO)Nc1nc(SCc2csc(C)n2)nc3nc(N)sc13.,1.73,lipo
2065,Report the predicted Lipo value for CC(=O)Nc1ccc(cc1)C(=O)Nc2ccccc2N.,0.82,lipo
2066,Report the predicted Lipo value for CC(=O)Nc1cc(CN2C(=O)N(C(=O)C2(C)C)c3ccc(SC(F)(F)F)cc3)ccn1.,2.93,lipo
2067,What is the logD/lipophilicity of CCCS(=O)(=O)N1N=Cc2cc(Cl)ccc2B1O?,-0.4,lipo
2068,"From the SMILES CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3CCN(CC3)c4ccc(cn4)C#N)c(F)c2, predict the Lipo property.",1.98,lipo
2069,"Given the SMILES CC1(CCC(=O)N1Cc2cccs2)C(=O)NC3CCCCC3, compute its lipophilicity.",2.15,lipo
2070,"From the SMILES CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)NCc3ccc[n+]([O-])c3)C(=O)C(F)(F)F, predict the Lipo property.",1.48,lipo
2071,"For the molecule Cc1[nH]c(C(=O)NC2CCN(CC2)c3nc(cs3)C(=O)O)c(Cl)c1Cl, return its lipophilicity score.",0.14,lipo
2072,"From the SMILES Cc1cc(CNc2ncc(Cl)c(Nc3cc(C)[nH]n3)n2)on1, predict the Lipo property.",2.68,lipo
2073,Provide the lipophilicity index for the compound CCN(C1CCN(CC[C@H](N2CCN(CC2)S(=O)(=O)C(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C.,2.86,lipo
2074,Report the predicted Lipo value for NC(=N)Nc1ccc(cc1)C(=O)Oc2ccccc2.,-0.21,lipo
2075,"From the SMILES CS(=O)(=O)Cc1cc(nc(n1)c2cccc3[nH]ccc23)N4CCOCC4, predict the Lipo property.",1.7,lipo
2076,"From the SMILES NC(=O)c1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5, predict the Lipo property.",2.0,lipo
2077,What is the logD/lipophilicity of CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4ccoc34)n2)c1?,3.52,lipo
2078,"From the SMILES C[C@@H](NC1=CC(=O)NCC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2, predict the Lipo property.",3.02,lipo
2079,Estimate the lipophilicity property of CC(NC(=O)c1cc(O)nc2ccccc12)c3ccccc3.,2.2,lipo
2080,"Given the SMILES COc1ccccc1CNCCc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2, compute its lipophilicity.",0.91,lipo
2081,Provide the lipophilicity index for the compound Clc1ccccc1CNC(=O)c2cccnc2Oc3ccccc3.,3.68,lipo
2082,What is the logD/lipophilicity of CS(=O)(=O)c1ccc(cc1)[C@H](CC2CCCC2)C(=O)Nc3nccs3?,3.88,lipo
2083,"Given the SMILES Clc1ccc(cc1)c2cn3ccccc3n2, compute its lipophilicity.",4.0,lipo
2084,How lipophilic is CC(C)(C)OC(=O)N1CCN(CC1)c2ccc(OCc3ccc(cc3)S(=O)(=O)C)nn2?,2.8,lipo
2085,Provide the lipophilicity index for the compound OC(c1ccc(cc1)N(CC(F)(F)F)S(=O)(=O)c2ccccc2)(C(F)(F)F)C(F)(F)F.,4.5,lipo
2086,"Given the SMILES CCOC(=O)[C@H](Cc1ccc(cc1)[N+](=O)[O-])NC(=O)c2ccccc2, compute its lipophilicity.",2.79,lipo
2087,"From the SMILES CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)N)C(=O)C(F)(F)F, predict the Lipo property.",1.74,lipo
2088,Provide the lipophilicity index for the compound CN1CCC(CC1)Oc2cccc3ncnc(Nc4ccc(OCc5cnccn5)c(Cl)c4)c23.,3.21,lipo
2089,"Given the SMILES CS(=O)(=O)Cc1cc(nc(n1)c2ccc3[nH]ccc3c2)N4CCOCC4, compute its lipophilicity.",2.06,lipo
2090,"Given the SMILES CCCc1c(O)c(ccc1OCc2ccc(\C=C\c3nn[nH]n3)cc2)C(=O)C, compute its lipophilicity.",3.3,lipo
2091,"Given the SMILES CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O, compute its lipophilicity.",-0.45,lipo
2092,What is the predicted lipophilicity (Lipo) of Cc1cccc(c1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4?,1.84,lipo
2093,"Given the SMILES Cc1ccc(NC(=O)c2cccc(c2)N3CCOCC3)cc1NC(=O)c4ccc(OCc5ccccn5)cc4, compute its lipophilicity.",3.2,lipo
2094,How lipophilic is Cc1c(Sc2ccc(Cl)cc2)c3cccc(Cl)c3n1CC(=O)O?,2.0,lipo
2095,Provide the lipophilicity index for the compound OCC(=O)N1CCC(CC1)c2[nH]nc(c3ccc(Cl)cc3F)c2c4ccncn4.,1.79,lipo
2096,What is the logD/lipophilicity of Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4ncc[nH]4?,3.01,lipo
2097,What is the logD/lipophilicity of NC(=O)N1c2ccccc2C[C@H](O)c3ccccc13?,0.79,lipo
2098,Predict the lipophilicity (Lipo) value for the molecule with SMILES: CN1CCCC(COc2nccc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)n2)C1,1.9,lipo
2099,Estimate the lipophilicity property of CC(C)COc1cccc(c1)C(=O)Nc2ccc(C)c(c2)C(=O)Nc3cccnc3.,2.81,lipo
2100,"Given the SMILES F[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4, compute its lipophilicity.",0.66,lipo
2101,Provide the lipophilicity index for the compound Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4.,4.13,lipo
2102,Predict the lipophilicity (Lipo) value for the molecule with SMILES: COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCN4CCOCC4,3.4,lipo
2103,"Given the SMILES Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(Cl)cccc34, compute its lipophilicity.",1.27,lipo
2104,Predict the lipophilicity (Lipo) value for the molecule with SMILES: CSc1nc(C(=O)N)c(N)s1,1.21,lipo
2105,What is the predicted lipophilicity (Lipo) of CCOC(=O)c1ccc(OCCC2CCN(CC2)c3ccc(C)nn3)nc1?,3.76,lipo
2106,"For the molecule CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4cscn4, return its lipophilicity score.",0.02,lipo
2107,"Given the SMILES O[C@@H](CNCCc1cccc(CNCc2ccccc2F)c1)c3ccc(O)c4NC(=O)Sc34, compute its lipophilicity.",0.69,lipo
2108,How lipophilic is CCOc1ccc(Oc2ccc(cc2)S(=O)(=O)NC(=O)c3cccc(c3)c4ccc(Cl)c(Cl)c4)cc1?,2.94,lipo
2109,What is the predicted lipophilicity (Lipo) of CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2S(=O)(=O)N4CC[C@@H](O)C4?,3.32,lipo
2110,How lipophilic is CN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCCOCC4)n1)c5cc(CO)ccc5C?,3.3,lipo
2111,Report the predicted Lipo value for CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCCc3ccccc3)C2.,2.6,lipo
2112,How lipophilic is CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(F)cc4?,2.4,lipo
2113,"From the SMILES Nc1n[nH]c2c(Cl)cccc12, predict the Lipo property.",1.7,lipo
2114,What is the logD/lipophilicity of NC1(CCC1)c2ccc(cc2)c3nc4ccccn4c3c5ccccc5?,2.8,lipo
2115,"From the SMILES FC(F)Oc1ccc(cc1OCC2CC2)C(=O)Nc3c(Cl)cncc3Cl, predict the Lipo property.",3.95,lipo
2116,"Given the SMILES CNc1nc2nc(SCc3cccc(F)c3F)nc(N[C@H](C)CO)c2s1, compute its lipophilicity.",3.7,lipo
2117,Report the predicted Lipo value for CN(C)C(=O)C1(CCN(CC[C@H](CN(C)C(=O)c2cc(cc3ccccc23)C#N)c4ccc(Cl)c(Cl)c4)CC1)N5CCCCC5=O.,2.52,lipo
2118,Predict the lipophilicity (Lipo) value for the molecule with SMILES: COCCOCCOc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2,2.21,lipo
2119,Report the predicted Lipo value for CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c3C1=O)c6ncnn6C.,3.8,lipo
2120,"Given the SMILES CCOC(=O)c1ccc(OCCC2CCN(CC2)c3ccc(C)nn3)cn1, compute its lipophilicity.",2.63,lipo
2121,Estimate the lipophilicity property of Clc1ccc(cc1)C2(CCNCC2)c3ccc(cc3)c4cn[nH]c4.,1.51,lipo
2122,How lipophilic is CNC1CCN(C1)c2ccc(NC(=O)c3ccc(cc3)c4ccccc4)cn2?,2.35,lipo
2123,How lipophilic is CCC(N(CCCN)C(=O)c1ccc(cc1)C(C)C)C2=Nc3ccsc3C(=O)N2Cc4ccccc4?,2.72,lipo
2124,What is the predicted lipophilicity (Lipo) of COc1ccc2ncc(F)c(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1?,1.46,lipo
2125,What is the logD/lipophilicity of O=C(N1CCOCC1)N2CCn3cc(C4=C(C(=O)NC4=O)c5cnc6ccccn56)c7cccc(C2)c37?,1.79,lipo
2126,Predict the lipophilicity (Lipo) value for the molecule with SMILES: Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4cccc(c4)C#N)c1,2.41,lipo
2127,"From the SMILES Cc1cc(CCC2CCN(CC2)S(=O)(=O)CC3(CCOCC3)N(O)C=O)c(C)cn1, predict the Lipo property.",1.43,lipo
2128,Report the predicted Lipo value for CCCSc1ncccc1C(=O)N(C)C2CCOCC2.,1.63,lipo
2129,"From the SMILES CN(C)CCCN1c2ccccc2Sc3ccc(cc13)C(F)(F)F, predict the Lipo property.",3.59,lipo
2130,Provide the lipophilicity index for the compound CO[C@H]1CN(CCN2C(=O)C=Nc3ccc(OC)cc23)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4.,0.51,lipo
2131,"From the SMILES Cc1cc(CNc2nccc(Nc3cc(CCc4ccccc4)[nH]n3)n2)on1, predict the Lipo property.",3.56,lipo
2132,"For the molecule c1ccc(nc1)c2nc3ccccc3[nH]2, return its lipophilicity score.",2.5,lipo
2133,What is the logD/lipophilicity of Cc1c(sc2ncnc(O)c12)C(=O)Nc3ccccc3?,2.13,lipo
2134,Provide the lipophilicity index for the compound OC1(CN2CCC1CC2)C#Cc3ccc(cc3)c4ccccc4.,3.14,lipo
2135,"Given the SMILES CCN1C(=O)N(CC)c2[nH]c(nc2C1=O)c3ccccc3, compute its lipophilicity.",3.3,lipo
2136,What is the logD/lipophilicity of CCN(CC)CCNC(=O)c1cc(ccc1OC)S(=O)(=O)C?,-0.9,lipo
2137,What is the predicted lipophilicity (Lipo) of O=C(N[C@H]1CN2CCC1CC2)c3ccc(s3)c4ccccc4?,1.9,lipo
2138,"From the SMILES C[C@@H](Oc1ccc(cc1C(=O)N2CCN(CC2)c3ncc(cc3F)C(F)(F)F)S(=O)(=O)C)C(F)(F)F, predict the Lipo property.",3.49,lipo
2139,What is the predicted lipophilicity (Lipo) of CS(=O)(=O)Cc1cc(nc(n1)c2ccccc2)N3CCOCC3?,1.94,lipo
2140,What is the logD/lipophilicity of OCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3?,3.08,lipo
2141,Provide the lipophilicity index for the compound CNC(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1F.,2.95,lipo
2142,Provide the lipophilicity index for the compound Fc1cc(cc(F)c1C2=CCN(CC2)C=O)N3C[C@H](COc4ccon4)OC3=O.,2.01,lipo
2143,What is the logD/lipophilicity of C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)C(=O)OC(C)(C)C?,3.33,lipo
2144,What is the predicted lipophilicity (Lipo) of COc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1?,1.24,lipo
2145,Estimate the lipophilicity property of O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4.,2.9,lipo
2146,Report the predicted Lipo value for COc1ccc2c(c1)cc(C(=O)O)n2Cc3ccc(Cl)c(Cl)c3.,1.66,lipo
2147,What is the logD/lipophilicity of CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCN(CCc3ccccc3)C2?,1.65,lipo
2148,What is the predicted lipophilicity (Lipo) of O[C@@H](CNCCCSCCOCCc1cccc2ccccc12)c3ccc(O)c4NC(=O)Sc34?,3.12,lipo
2149,Estimate the lipophilicity property of COCCNc1nc(N)c2nc(O)n(Cc3ccccc3)c2n1.,2.18,lipo
2150,"Given the SMILES CC1=NC(=C(NC1=O)c2ccccc2)c3ccc(CN4CCC(CC4)N5C(=O)Nc6ccccc56)cc3, compute its lipophilicity.",3.8,lipo
2151,Provide the lipophilicity index for the compound CC(O)C(C)OC(=O)[C@@H]1CC2C(Cc3cn(C(C)C)c4cccc2c34)N(C)C1.,2.8,lipo
2152,Predict the lipophilicity (Lipo) value for the molecule with SMILES: Oc1ccc(CCNCCNS(=O)(=O)CCOCCCc2ccccc2)c3sc(O)nc13,2.22,lipo
2153,What is the logD/lipophilicity of Fc1cccc(COc2cc(OCCCN3CCCC3)ccc2C(=O)Nc4ccccc4)c1?,3.67,lipo
2154,Predict the lipophilicity (Lipo) value for the molecule with SMILES: CN1C(=O)C=C(CCc2cccc(c2)c3ccccc3)N=C1N,3.8,lipo
2155,Predict the lipophilicity (Lipo) value for the molecule with SMILES: CCC1(NC(=O)N(C)C1=O)c2ccccc2,1.59,lipo
2156,Estimate the lipophilicity property of Cc1nc(C)c(nc1C(=O)N)c2ccc([C@@H]3CC[C@H](CC(=O)O)CC3)c(Cl)c2.,1.7,lipo
2157,Estimate the lipophilicity property of Nc1nnc(Cc2ccc(Cl)cc2)s1.,2.34,lipo
2158,What is the logD/lipophilicity of CC(NCC(O)c1ccc(cc1)[N+](=O)[O-])C23CC4CC(CC(C4)C2)C3?,3.53,lipo
2159,"From the SMILES Clc1ccc(Cl)c(c1)S(=O)(=O)Nc2nc(cs2)c3sccc3Cl, predict the Lipo property.",2.11,lipo
2160,Predict the lipophilicity (Lipo) value for the molecule with SMILES: C=CCOc1cc(ccc1NC(=O)CN2CCOCC2)c3cccc4C(=O)C=C(Oc34)N5CCOCC5,3.0,lipo
2161,Estimate the lipophilicity property of CC(C)(C(=O)O)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4.,0.42,lipo
2162,Estimate the lipophilicity property of C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3F)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C.,3.7,lipo
2163,"For the molecule Cc1cccc(C[C@H](NC(=O)c2cc(nn2C)C(C)(C)C)C(=O)NCC#N)c1, return its lipophilicity score.",3.1,lipo
2164,"Given the SMILES Nc1ccccc1NC(=O)c2ccc(cc2)N3CCOCC3, compute its lipophilicity.",1.2,lipo
2165,Predict the lipophilicity (Lipo) value for the molecule with SMILES: COc1cc(Oc2ccnc3ccc(F)cc23)ccc1CC(=O)Nc4noc(C)c4C,4.06,lipo
2166,Provide the lipophilicity index for the compound CC(=O)NCC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4.,2.4,lipo
2167,"Given the SMILES CNC1=Nc2ccc(Cl)cc2C(=[N+]([O-])C1)c3ccccc3, compute its lipophilicity.",2.41,lipo
2168,How lipophilic is OC(=O)C1CCn2c1ccc2C(=O)c3ccccc3?,-0.93,lipo
2169,What is the predicted lipophilicity (Lipo) of O=C(N1CCC1)c2ccc(cc2)C(=C3CCN(Cc4cscn4)CC3)c5cccc6cccnc56?,2.52,lipo
2170,How lipophilic is NC1(CCC1)c2ccc(cc2)c3nc4ccccc4cc3c5ccccc5?,3.6,lipo
2171,Report the predicted Lipo value for COc1ccc(cc1OC)c2cc(NC(=O)Cc3ccc4ccccc4c3)[nH]n2.,3.1,lipo
2172,What is the predicted lipophilicity (Lipo) of CC(C)N1CCN(Cc2oc(nc2)c3cc(cc4[nH]ncc34)c5cccc6[nH]ccc56)CC1?,3.49,lipo
2173,How lipophilic is C[C@H]1O[C@H]([C@H](O)[C@H]1Cl)n2cnc3c(N)nc(OC4CCCC4)nc23?,3.18,lipo
2174,What is the predicted lipophilicity (Lipo) of CN1CC=CCC(C1)c2oc3ccccc3c2?,2.47,lipo
2175,"For the molecule NC(Cc1c[nH]c2ccccc12)C(=O)O, return its lipophilicity score.",-1.17,lipo
2176,Report the predicted Lipo value for CC(=O)Nc1cccc(Nc2nc(NC3CC3)n4ncc(C#N)c4n2)c1.,2.1,lipo
2177,"For the molecule Cc1nc(CS(=O)(=O)c2ccc(Cl)cc2)cc(n1)N3CCOCC3, return its lipophilicity score.",1.8,lipo
2178,Predict the lipophilicity (Lipo) value for the molecule with SMILES: O=S(=O)(Nc1ccccc1c2ccccc2)c3ccccc3,3.96,lipo
2179,What is the predicted lipophilicity (Lipo) of CN(C1CCCCC1)C(=O)c2c(C)nn(c2NS(=O)(=O)c3ccc(C)cc3)c4ccccc4?,1.69,lipo
2180,"For the molecule CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)C2CCCC2)c3ccccc3, return its lipophilicity score.",0.69,lipo
2181,What is the predicted lipophilicity (Lipo) of O=C(Cc1ccccc1)Nc2nccs2?,2.5,lipo
2182,How lipophilic is CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c5ccc6OCOc6c5)C1=O?,2.6,lipo
2183,What is the logD/lipophilicity of NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl?,-0.09,lipo
2184,"Given the SMILES CC(C)Oc1ccc(cc1C(=O)N2CCN(CC2)c3ccc(cc3)C(F)(F)F)S(=O)(=O)C, compute its lipophilicity.",3.33,lipo
2185,How lipophilic is CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4OCOc34)n2)c1?,2.83,lipo
2186,Predict the lipophilicity (Lipo) value for the molecule with SMILES: Clc1ccc2ncccc2c1C(=O)NCC3CCCCC3,2.65,lipo
2187,"For the molecule CCOc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N, return its lipophilicity score.",3.1,lipo
2188,"Given the SMILES Nc1nc2ccc(cc2s1)c3cccc(O)c3, compute its lipophilicity.",3.1,lipo
2189,How lipophilic is OCCN(C(=O)CNC(=O)c1cc2cc(Cl)ccc2[nH]1)c3ccccc3?,3.37,lipo
2190,How lipophilic is CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)NC4CCN(C)CC4)n2?,1.87,lipo
2191,"For the molecule Cc1cc(Cl)ccc1OC2CCN(C[C@H](O)CNC(=O)C3=CNC(=O)c4cc(ccc34)S(=O)(=O)C)CC2, return its lipophilicity score.",2.42,lipo
2192,Report the predicted Lipo value for COc1ccc(cc1)C(=O)N2CCC(CC2)C(=O)c3ccc(F)cc3.,2.92,lipo
2193,Predict the lipophilicity (Lipo) value for the molecule with SMILES: COc1ccccc1OCC(O)CO,0.24,lipo
2194,How lipophilic is CC(C)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c2ccc(C)cc2?,0.97,lipo
2195,"From the SMILES C[C@@H](Oc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ccc(F)cn3, predict the Lipo property.",2.72,lipo
2196,How lipophilic is COc1ccc(cc1)C2=COc3cc(OC)cc(OC)c3C2=O?,3.05,lipo
