rep_1,rep_2,name_equivalence_q,name_equivalence_a,chemical_similarity_q,chemical_similarity_a,property_comparison_q,property_comparison_a
iupac,iupac,"Are the chemical entities represented by 5-(bromomethyl)-2-(2,5-dimethylphenoxy)pyrimidine and 5-(bromomethyl)-2-(2,5-dimethylphenoxy)pyrimidine the same?",1,Compare COc1ccc(OC)c2c1CCn1c-2cc(OCc2ccccc2)c/c1=N\CC1CCCO1 and Cn1nc2cc(Br)ccc2c1C(=O)N1CC(N2C(=O)C3CC=CCC3C2=O)C1 to Cc1ccc(C)c(Oc2ncc(CBr)cn2)c1. Which is more chemically similar?,A,"For the property molecular weight, which molecule is higher: COc1ccc(OC)c2c1CCn1c-2cc(OCc2ccccc2)c/c1=N\CC1CCCO1 or Cn1nc2cc(Br)ccc2c1C(=O)N1CC(N2C(=O)C3CC=CCC3C2=O)C1?",A
iupac,iupac,Do the two chemical representations (2S)-4-(benzenesulfonyl)-1-cyclohexyl-2-methyl-N-(3-methylbutyl)-6-oxopiperazine-2-carboxamide and (2S)-4-(benzenesulfonyl)-1-cyclohexyl-2-methyl-N-(3-methylbutyl)-6-oxopiperazine-2-carboxamide describe the same molecule?,1,Compare N#CC12COC1CC2O and CC1CN1C(=NO)c1ccc(Oc2ccc3ccccc3c2)nc1 to CC(C)CCNC(=O)[C@]1(C)CN(S(=O)(=O)c2ccccc2)CC(=O)N1C1CCCCC1. Which is more chemically similar?,B,Compare N#CC12COC1CC2O and CC1CN1C(=NO)c1ccc(Oc2ccc3ccccc3c2)nc1 in terms of molecular weight. Which is higher?,B
iupac,iupac,"Given 1-ethyl-4-(4-phenylbutan-2-yl)piperazine and 1-ethyl-4-(4-phenylbutan-2-yl)piperazine, determine if they describe the same molecular structure.",1,Compare O=CN1CC1C1COC1 and COc1ccc(C)cc1S(=O)(=O)N[C@H](Cc1ccccc1)C(=O)Nc1ccc(NC(C)=O)cc1 to CCN1CCN(C(C)CCc2ccccc2)CC1. Which is more chemically similar?,B,Which compound shows a lower molecular weight: O=CN1CC1C1COC1 or COc1ccc(C)cc1S(=O)(=O)N[C@H](Cc1ccccc1)C(=O)Nc1ccc(NC(C)=O)cc1?,A
smiles,smiles,Do the two chemical representations C#CC1OC1C(=O)CO and C(C1OC1C(CO)=O)#C describe the same molecule?,1,Which compound more closely resembles C#CC1OC1C(=O)CO: CC1COc2ncoc21 or N#Cc1ccc(-c2scc3c2C(=O)OC32CCN(Cc3ccccc3)CC2)cc1?,B,Assess the molecular weight of CC1COc2ncoc21 and N#Cc1ccc(-c2scc3c2C(=O)OC32CCN(Cc3ccccc3)CC2)cc1. Which one is lower?,A
iupac,smiles,"Given N-[(3S)-4-[(1S)-4,4-difluoro-5-methyl-6-[(2S)-2-methylbutyl]-7-oxo-2,6-diazabicyclo[3.2.0]heptan-2-yl]-3-hydroxy-4-oxo-1-phenylbutan-2-yl]-3-hydroxy-2-methylbenzamide and COc1cc(/C=C2\SC(=O)N(CC(=O)Nc3ccc(Cl)cc3)C2=O)cc(Cl)c1OCc1ccccc1, determine if they describe the same molecular structure.",0,"Between the two options, CCOCc1nc2c(c(NC(CC)c3ccnn3C)n1)CCNCC2 and O=C(NC1(c2ccccc2)CCN(C(=O)OCc2ccccc2)CC1)OCCCCl, which better matches CC[C@H](C)CN1C(=O)[C@H]2N(C(=O)[C@@H](O)C(Cc3ccccc3)NC(=O)c3cccc(O)c3C)CC(F)(F)C21C chemically?",B,"For the property molecular weight, which molecule is higher: CCOCc1nc2c(c(NC(CC)c3ccnn3C)n1)CCNCC2 or O=C(NC1(c2ccccc2)CCN(C(=O)OCc2ccccc2)CC1)OCCCCl?",B
iupac,iupac,"Is the molecule described by (1R,2S,3S,4S,5R,7S,8S,9R,10S,11S,13R)-3,4,5,6,6,7-hexachloro-12-oxahexacyclo[6.5.0.02,10.03,7.05,9.011,13]tridecane identical to the one described by (1R,2S,3S,4S,5R,7S,8S,9R,10S,11S,13R)-3,4,5,6,6,7-hexachloro-12-oxahexacyclo[6.5.0.02,10.03,7.05,9.011,13]tridecane?",1,Which molecule is more chemically similar to Cl[C@@H]1[C@]2(Cl)[C@@H]3[C@H]4[C@@H]5O[C@@H]5[C@@H]5[C@H]4[C@@]1(Cl)[C@@](Cl)([C@@H]53)C2(Cl)Cl: CN(C)C1CCN(C(=O)c2ccco2)C(C(=O)O)C1 or O=C(c1ccccn1)N1CC2(C[C@H](OCC3CCOCC3)CS2)C1?,B,"For the property molecular weight, which molecule is lower: CN(C)C1CCN(C(=O)c2ccco2)C(C(=O)O)C1 or O=C(c1ccccn1)N1CC2(C[C@H](OCC3CCOCC3)CS2)C1?",A
iupac,smiles,"Are methyl 3-[[2-[[5-(furan-2-yl)-1,3,4-oxadiazol-2-yl]sulfanyl]acetyl]amino]benzoate and c1(occc1)-c1nnc(SCC(=O)Nc2cccc(C(OC)=O)c2)o1 equivalent representations of the same molecule?",1,"Given COC(=O)c1cccc(NC(=O)CSc2nnc(-c3ccco3)o2)c1, select the molecule that is more chemically similar: CC1OC(C)C2CC1C2 or O=C(C=Cc1ccccn1)NNC(=O)N1Cc2ccccc2Oc2ccc(Cl)cc21.",B,"Given CC1OC(C)C2CC1C2 and O=C(C=Cc1ccccn1)NNC(=O)N1Cc2ccccc2Oc2ccc(Cl)cc21, determine which has the lower molecular weight.",A
smiles,smiles,Do the two chemical representations N#CCCOc1ccc(C(F)(F)Oc2ccc(C=CC(=O)OCCc3c(N)cc(N)cc3C(=O)O)cc2)cc1 and c1c(OC(c2ccc(OCCC#N)cc2)(F)F)ccc(C=CC(OCCc2c(C(O)=O)cc(cc2N)N)=O)c1 describe the same molecule?,1,"Given N#CCCOc1ccc(C(F)(F)Oc2ccc(C=CC(=O)OCCc3c(N)cc(N)cc3C(=O)O)cc2)cc1, select the molecule that is more chemically similar: CCN(CC)C(=O)c1cccc(-c2csc(C(NC(C)=O)c3cccc(OC)c3)n2)c1 or CC/C(C#CC(O)(C1CCCC1)C1(C#N)CC1)=C/C(=O)OC.",B,Assess the molecular weight of CCN(CC)C(=O)c1cccc(-c2csc(C(NC(C)=O)c3cccc(OC)c3)n2)c1 and CC/C(C#CC(O)(C1CCCC1)C1(C#N)CC1)=C/C(=O)OC. Which one is higher?,A
smiles,smiles,Verify whether O=C1C2C(O)C3CN2C13 and N[C@@H]1C(=O)Nc2c(F)cc(F)nc2[C@@H]2C[C@H]12 correspond to an identical molecule.,0,Compare O=C1CN(/N=C\c2ccc(-c3ccc(Cl)c(Cl)c3)o2)C(=O)N1 and CC(=O)N[C@@H]1[C@H](Oc2cccc3ccccc23)O[C@@H]2CO[C@H](c3ccco3)O[C@@H]2[C@H]1O to O=C1C2C(O)C3CN2C13. Which is more chemically similar?,B,"Which molecule has a higher molecular weight, O=C1CN(/N=C\c2ccc(-c3ccc(Cl)c(Cl)c3)o2)C(=O)N1 or CC(=O)N[C@@H]1[C@H](Oc2cccc3ccccc23)O[C@@H]2CO[C@H](c3ccco3)O[C@@H]2[C@H]1O?",B
smiles,smiles,"Given C#CCC(=O)C1CO1 and Cc1ccccc1C(=O)N(Cc1cnc(S(=O)(=O)Cc2ccccc2)n1C[C@@H]1CCCO1)C1CC1, determine if they describe the same molecular structure.",0,Which compound more closely resembles C#CCC(=O)C1CO1: CC1CC2CC12C=O or O=CN1CC1?,A,Assess the molecular weight of CC1CC2CC12C=O and O=CN1CC1. Which one is lower?,B
iupac,iupac,Do the two chemical representations (3R)-N-[(2-methoxyphenyl)methyl]-2-[(3-methoxyphenyl)methyl]-3-methyl-1-oxo-4H-isoquinoline-3-carboxamide and (3R)-N-[(2-methoxyphenyl)methyl]-2-[(3-methoxyphenyl)methyl]-3-methyl-1-oxo-4H-isoquinoline-3-carboxamide describe the same molecule?,0,Which compound more closely resembles COc1cccc(CN2C(=O)c3ccccc3C[C@]2(C)C(=O)NCc2ccccc2OC)c1: N=c1nccn[nH]1 or O=CC1=CC2C3OC1C23?,A,"For the property molecular weight, which molecule is lower: N=c1nccn[nH]1 or O=CC1=CC2C3OC1C23?",A
smiles,smiles,Is the molecule described by C#CC12CC3C(=O)N1C32 identical to the one described by C#CC12CC3C(N2C31)=O?,1,Which molecule is more chemically similar to C#CC12CC3C(=O)N1C32: CCOc1ccc(NC(=O)CN2C(=O)[C@@H]3CC=CC[C@H]3C2=O)cc1 or OCC12CCC(CO1)C2?,A,"For the property molecular weight, which molecule is higher: CCOc1ccc(NC(=O)CN2C(=O)[C@@H]3CC=CC[C@H]3C2=O)cc1 or OCC12CCC(CO1)C2?",A
iupac,smiles,Assess whether 1-[5-(benzotriazol-1-ylsulfonyl)-2-nitrophenyl]pyrrolidin-2-one and c1ccc2n(nnc2c1)S(=O)(c1cc(N2CCCC2=O)c([N+](=O)[O-])cc1)=O denote the same chemical substance.,1,"Which molecule shares greater structural similarity with O=C1CCCN1c1cc(S(=O)(=O)n2nnc3ccccc32)ccc1[N+](=O)[O-], COc1ccc(NC(=O)c2c(Cl)cccc2Cl)cc1Cl or O=C(C1CC1)N1CCC2(CC1)N(CC1CC1)C(=O)C[S@@]2=O?",A,"Between COc1ccc(NC(=O)c2c(Cl)cccc2Cl)cc1Cl and O=C(C1CC1)N1CCC2(CC1)N(CC1CC1)C(=O)C[S@@]2=O, which exhibits a higher molecular weight?",A
smiles,smiles,"Do these two representations, CC12OC(=N)C1C2C=O and O=c1[nH]cn[nH]1, describe the same molecule?",0,Assess the chemical similarity of CO[C@H]1C[C@@H](CN(C)C(=O)c2ccc(C(=O)O)c(C)n2)N(C)C1 and CCC1COC(=NC)C1 to CC12OC(=N)C1C2C=O. Which is more similar?,B,Assess the molecular weight of CO[C@H]1C[C@@H](CN(C)C(=O)c2ccc(C(=O)O)c(C)n2)N(C)C1 and CCC1COC(=NC)C1. Which one is lower?,B
iupac,iupac,Is the molecule described by 5-propyl-1H-pyrazole identical to the one described by 5-propyl-1H-pyrazole?,0,"Which molecule shares greater structural similarity with CCCc1ccn[nH]1, CN(C=O)CC=O or CO[Si](C)(C)NC(C)(C)C?",A,Assess the molecular weight of CN(C=O)CC=O and CO[Si](C)(C)NC(C)(C)C. Which one is lower?,A
smiles,smiles,Are CC(C)OP(=O)(OC(C)C)/C(Cl)=C/Nc1nonc1N/C=C(\Cl)P(=O)(OC(C)C)OC(C)C and CC(OP(/C(=C/Nc1c(non1)N/C=C(\Cl)P(=O)(OC(C)C)OC(C)C)Cl)(OC(C)C)=O)C equivalent representations of the same molecule?,1,Compare CS(=O)(=O)Nc1cc(C(O)CNC(Cc2ccccc2)c2ccc(Cl)c(Cl)c2)ccc1O and CCc1ccc(OCC(=O)NNC(=S)NC(=O)C2CCCCC2)cc1 to CC(C)OP(=O)(OC(C)C)/C(Cl)=C/Nc1nonc1N/C=C(\Cl)P(=O)(OC(C)C)OC(C)C. Which is more chemically similar?,A,Identify whether CS(=O)(=O)Nc1cc(C(O)CNC(Cc2ccccc2)c2ccc(Cl)c(Cl)c2)ccc1O or CCc1ccc(OCC(=O)NNC(=S)NC(=O)C2CCCCC2)cc1 has the higher molecular weight.,A
iupac,smiles,"Given 3-benzyl-7-fluoro-2-(2-pyridin-3-ylethenyl)quinazolin-4-one and CCCCN(CCCC)C(=O)Nc1ccccc1Br, determine if they describe the same molecular structure.",0,"Between CN1/C(=C(\O)c2ccc3ccccc3c2)C(=O)c2ccc(N3CCCC3)cc2S1(=O)=O and CC(C(=O)N(C)Cc1ccccc1)n1sc2ccccc2c1=O, which is more similar in structure to O=c1c2ccc(F)cc2nc(C=Cc2cccnc2)n1Cc1ccccc1?",B,Identify whether CN1/C(=C(\O)c2ccc3ccccc3c2)C(=O)c2ccc(N3CCCC3)cc2S1(=O)=O or CC(C(=O)N(C)Cc1ccccc1)n1sc2ccccc2c1=O has the higher molecular weight.,A
iupac,smiles,"Given N-[2-(2-methylphenyl)pyrazol-3-yl]-2-methylsulfanylpropanamide and c1ccc(C)c(-n2nccc2NC(=O)C(SC)C)c1, determine if they describe the same molecular structure.",1,Identify which molecule is more similar to CSC(C)C(=O)Nc1ccnn1-c1ccccc1C: N=C1CC2C3C(CN23)O1 or CC(=O)NC(CC(=O)NNC(=O)c1cccs1)c1ccccc1.,B,"Given N=C1CC2C3C(CN23)O1 and CC(=O)NC(CC(=O)NNC(=O)c1cccs1)c1ccccc1, determine which has the higher molecular weight.",B
iupac,iupac,Do 1-(9H-carbazol-4-yloxy)-3-(1-fluoropropan-2-ylamino)propan-2-ol and 1-(9H-carbazol-4-yloxy)-3-(1-fluoropropan-2-ylamino)propan-2-ol correspond to the same molecular structure?,0,Identify which molecule is more similar to CC(CF)NCC(O)COc1cccc2[nH]c3ccccc3c12: CC(C)Cn1c(N)c(C(=O)COC(=O)C2Cc3ccccc3CN2S(C)(=O)=O)c(=O)n(C)c1=O or COC(=O)c1ccccc1NC(=O)c1cc2nc(-c3cccs3)cc(C(F)(F)Cl)n2n1.,A,Identify whether CC(C)Cn1c(N)c(C(=O)COC(=O)C2Cc3ccccc3CN2S(C)(=O)=O)c(=O)n(C)c1=O or COC(=O)c1ccccc1NC(=O)c1cc2nc(-c3cccs3)cc(C(F)(F)Cl)n2n1 has the higher molecular weight.,A
iupac,iupac,"Determine whether furan-2-yl-[4-(5-pyrrolidin-2-ylthiophene-2-carbonyl)-1,4-diazepan-1-yl]methanone and furan-2-yl-[4-(5-pyrrolidin-2-ylthiophene-2-carbonyl)-1,4-diazepan-1-yl]methanone refer to the same chemical compound.",0,Which molecule is more chemically similar to O=C(c1ccco1)N1CCCN(C(=O)c2ccc(C3CCCN3)s2)CC1: COc1c(OCc2ccccc2)cccc1C1CCCNC1 or CCC[C@H](NC(=O)c1cc(Br)cs1)C(=O)O?,A,Assess the molecular weight of COc1c(OCc2ccccc2)cccc1C1CCCNC1 and CCC[C@H](NC(=O)c1cc(Br)cs1)C(=O)O. Which one is lower?,A
iupac,smiles,"Assess whether 2-[[4-methyl-5-[(2-methylphenoxy)methyl]-1,2,4-triazol-3-yl]sulfanyl]-N-(4-morpholin-4-ylphenyl)acetamide and C(Nc1ccc(N2CCOCC2)cc1)(CSc1nnc(n1C)COc1c(C)cccc1)=O denote the same chemical substance.",1,Which molecule is more chemically similar to Cc1ccccc1OCc1nnc(SCC(=O)Nc2ccc(N3CCOCC3)cc2)n1C: Nc1ccc2nc(-c3cccc(-c4nc5ccc(N)cc5[nH]4)n3)[nH]c2c1 or O=C(COCc1ccc2ccccc2c1)Nc1cccc([N+](=O)[O-])c1?,B,Determine whether Nc1ccc2nc(-c3cccc(-c4nc5ccc(N)cc5[nH]4)n3)[nH]c2c1 or O=C(COCc1ccc2ccccc2c1)Nc1cccc([N+](=O)[O-])c1 has the lower value of molecular weight.,B
iupac,smiles,Verify whether N-[7-(1-hydroxy-3-methyl-2-pyridinylidene)isoquinolin-3-ylidene]cyclopropanecarboxamide and O=C1OC2CC(O)CC12 correspond to an identical molecule.,0,Assess the chemical similarity of COc1cccc(C[C@H](NC(C)=O)C(=O)NC2CCN(C(=O)Nc3ccccc3C)CC2)c1 and CCN(Cc1ccccc1)C(=O)c1cc(NC(=O)CC(C)C)cnc1N1CCNCC1 to Cc1ccc[n+]([O-])c1-c1ccc2cc(NC(=O)C3CC3)ncc2c1. Which is more similar?,A,Which compound shows a lower molecular weight: COc1cccc(C[C@H](NC(C)=O)C(=O)NC2CCN(C(=O)Nc3ccccc3C)CC2)c1 or CCN(Cc1ccccc1)C(=O)c1cc(NC(=O)CC(C)C)cnc1N1CCNCC1?,B
iupac,smiles,"Do these two representations, N-(4-chloro-2-fluorophenyl)-2-(4-fluoro-10-oxo-14-thia-8,11,16-triazatetracyclo[7.7.0.02,7.011,15]hexadeca-1(9),2(7),3,5,15-pentaen-8-yl)acetamide and n12CCSc1nc1c3c(ccc(F)c3)n(CC(Nc3ccc(cc3F)Cl)=O)c1c2=O, describe the same molecule?",1,"Between CN(C)CCNC(=O)c1cccc2nc3ccc(Cl)cc3nc12 and CCN1CCN(c2nc3ccccn3c(=O)c2C=O)CC1, which is more similar in structure to O=C(Cn1c2ccc(F)cc2c2nc3n(c(=O)c21)CCS3)Nc1ccc(Cl)cc1F?",A,Identify whether CN(C)CCNC(=O)c1cccc2nc3ccc(Cl)cc3nc12 or CCN1CCN(c2nc3ccccn3c(=O)c2C=O)CC1 has the lower molecular weight.,B
iupac,iupac,"Are the chemical entities represented by 5-(2-methylpropyl)-4,5-dihydro-1,3-oxazole and 5-(2-methylpropyl)-4,5-dihydro-1,3-oxazole the same?",0,Which compound more closely resembles CC(C)CC1CN=CO1: CNc1ncc(F)cc1F or CCOC(=O)C1=C(C)N=c2s/c(=C/c3cc(Cl)c(OCc4ccc(Cl)cc4Cl)c(OC)c3)c(=O)n2[C@@H]1c1ccccc1OC(C)C?,B,Assess the molecular weight of CNc1ncc(F)cc1F and CCOC(=O)C1=C(C)N=c2s/c(=C/c3cc(Cl)c(OCc4ccc(Cl)cc4Cl)c(OC)c3)c(=O)n2[C@@H]1c1ccccc1OC(C)C. Which one is lower?,A
smiles,smiles,Are C#CC1OC(C=O)C1C and CCCOc1cccc(C=CCNC(C)C)c1 equivalent representations of the same molecule?,0,"Between CCOc1cc(/C=C2\C(=O)NC(=O)N(c3ccc(OCc4ccc(Cl)cc4Cl)cc3)C2=O)cc(Br)c1OC and Cc1cccc(O[C@H](C)C(=O)NCCOc2ccccc2Cl)c1, which is more similar in structure to C#CC1OC(C=O)C1C?",A,"Given CCOc1cc(/C=C2\C(=O)NC(=O)N(c3ccc(OCc4ccc(Cl)cc4Cl)cc3)C2=O)cc(Br)c1OC and Cc1cccc(O[C@H](C)C(=O)NCCOc2ccccc2Cl)c1, determine which has the higher molecular weight.",A
iupac,smiles,"Given methyl 3-[(2-bromo-4-fluorobenzoyl)-(2-methylpropyl)amino]propanoate and C(N(CCC(OC)=O)C(c1ccc(cc1Br)F)=O)C(C)C, determine if they describe the same molecular structure.",1,"Between the two options, Cc1ccccc1-n1nc(CC(N)=O)nc1-c1ccc(Cn2cnnn2)cc1 and CCCn1ccnc1C(NCC)c1cccc(C)n1, which better matches COC(=O)CCN(CC(C)C)C(=O)c1ccc(F)cc1Br chemically?",B,Identify whether Cc1ccccc1-n1nc(CC(N)=O)nc1-c1ccc(Cn2cnnn2)cc1 or CCCn1ccnc1C(NCC)c1cccc(C)n1 has the lower molecular weight.,B
iupac,iupac,"Is the molecule described by N-[4-[[4-[3-(aminomethyl)-4-hydroxypiperidin-1-yl]-6-(3,5-diaminopiperidin-1-yl)-1,3,5-triazin-2-yl]amino]-2-hydroxyphenyl]-4-chlorobenzamide identical to the one described by N-[4-[[4-[3-(aminomethyl)-4-hydroxypiperidin-1-yl]-6-(3,5-diaminopiperidin-1-yl)-1,3,5-triazin-2-yl]amino]-2-hydroxyphenyl]-4-chlorobenzamide?",0,Which molecule is more chemically similar to NCC1CN(c2nc(Nc3ccc(NC(=O)c4ccc(Cl)cc4)c(O)c3)nc(N3CC(N)CC(N)C3)n2)CCC1O: CCOc1cc(C2C3=C(CC(C)(C)CC3=O)N(CC)C3=C2C(=O)CC(C)(C)C3)ccc1OCC(=O)Nc1ccccc1 or C=CCN(c1nccs1)S(=O)(=O)c1ccc(C)cc1?,A,"Between CCOc1cc(C2C3=C(CC(C)(C)CC3=O)N(CC)C3=C2C(=O)CC(C)(C)C3)ccc1OCC(=O)Nc1ccccc1 and C=CCN(c1nccs1)S(=O)(=O)c1ccc(C)cc1, which exhibits a higher molecular weight?",A
iupac,iupac,Do 2-(2-methoxyphenyl)-1-(4-phenylpiperazin-1-yl)ethanone and 2-(2-methoxyphenyl)-1-(4-phenylpiperazin-1-yl)ethanone correspond to the same molecular structure?,1,Identify which molecule is more similar to COc1ccccc1CC(=O)N1CCN(c2ccccc2)CC1: CC[C@H](O)c1scc(Br)c1Br or Clc1cc(C2CCCNC2)c(Cl)cn1.,A,Determine whether CC[C@H](O)c1scc(Br)c1Br or Clc1cc(C2CCCNC2)c(Cl)cn1 has the higher value of molecular weight.,A
smiles,iupac,"Assess whether C[C@H]1C[C@@H](C(=O)N(Cc2ccccc2)CC(O)c2ccco2)CCN1 and (2S,4S)-N-benzyl-N-[2-(furan-2-yl)-2-hydroxyethyl]-2-methylpiperidine-4-carboxamide denote the same chemical substance.",1,"Given C[C@H]1C[C@@H](C(=O)N(Cc2ccccc2)CC(O)c2ccco2)CCN1, select the molecule that is more chemically similar: CCOc1ccc(-c2noc(CN)n2)cn1 or COc1ccccc1[C@@H](C)NC(=O)CN(c1ccccc1OC)S(C)(=O)=O.",B,"Which molecule has a lower molecular weight, CCOc1ccc(-c2noc(CN)n2)cn1 or COc1ccccc1[C@@H](C)NC(=O)CN(c1ccccc1OC)S(C)(=O)=O?",A
smiles,smiles,Are CCCOC1(C)CC1C and O(CCC)C1(C(C)C1)C equivalent representations of the same molecule?,1,"Which molecule shares greater structural similarity with CCCOC1(C)CC1C, CCOCCOC(=O)/C(C#N)=C\c1c(Br)ccc(C(F)(F)F)c1F or CC12CC(CC1O)C2O?",B,"For the property molecular weight, which molecule is higher: CCOCCOC(=O)/C(C#N)=C\c1c(Br)ccc(C(F)(F)F)c1F or CC12CC(CC1O)C2O?",A
smiles,smiles,Do the two chemical representations COc1ccc(S(=O)(=O)NCCNc2ccc([N+](=O)[O-])cc2C#N)cc1 and Nc1cnc2oncn12 describe the same molecule?,0,"Which molecule shares greater structural similarity with COc1ccc(S(=O)(=O)NCCNc2ccc([N+](=O)[O-])cc2C#N)cc1, COc1cc(CNCCN2CCOCC2)ccc1OCc1ccc(C)cc1 or CN1CCCC(Cn2ccccc2=O)C1?",A,Identify whether COc1cc(CNCCN2CCOCC2)ccc1OCc1ccc(C)cc1 or CN1CCCC(Cn2ccccc2=O)C1 has the lower molecular weight.,B
smiles,smiles,Are the chemical entities represented by N#CC#CC1(O)CCC1 and C1CCC1(O)C#CC#N the same?,1,"Given N#CC#CC1(O)CCC1, select the molecule that is more chemically similar: Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)Nc4cccc(C(=O)O)c4)C(=O)O)cc3)cnc2n1 or Cc1cc(O)ccc1O.",B,Compare Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)Nc4cccc(C(=O)O)c4)C(=O)O)cc3)cnc2n1 and Cc1cc(O)ccc1O in terms of molecular weight. Which is lower?,B
smiles,smiles,"Given CC12CCC1(C#N)N2 and C(C12C(CC2)(N1)C)#N, determine if they describe the same molecular structure.",1,Assess the chemical similarity of CNS(=O)(=O)c1ccc(C)c(NC(=O)CN(c2ccccc2)S(=O)(=O)c2cc(C)ccc2OC)c1 and CC1(C(=O)N2CCC(C(=O)N3CC[C@@H](CCOc4ccc(C#N)cn4)[C@@H](c4ccc(F)c(F)c4)C3)CC2)CC1 to CC12CCC1(C#N)N2. Which is more similar?,B,"For the property molecular weight, which molecule is lower: CNS(=O)(=O)c1ccc(C)c(NC(=O)CN(c2ccccc2)S(=O)(=O)c2cc(C)ccc2OC)c1 or CC1(C(=O)N2CCC(C(=O)N3CC[C@@H](CCOc4ccc(C#N)cn4)[C@@H](c4ccc(F)c(F)c4)C3)CC2)CC1?",A
smiles,iupac,Is the molecule described by Cc1ccccc1-c1c(O)c(C)nn(CCc2ccccc2)c1=O identical to the one described by 5-hydroxy-6-methyl-4-(2-methylphenyl)-2-(2-phenylethyl)pyridazin-3-one?,1,Determine whether OCC1C2C=CCOC21 or CCOc1cc(C(=O)NC(=S)Nc2ccc(Nc3ccc(OC)cc3)cc2)cc(OCC)c1OCC is more chemically similar to Cc1ccccc1-c1c(O)c(C)nn(CCc2ccccc2)c1=O.,B,"Between OCC1C2C=CCOC21 and CCOc1cc(C(=O)NC(=S)Nc2ccc(Nc3ccc(OC)cc3)cc2)cc(OCC)c1OCC, which exhibits a lower molecular weight?",A
smiles,smiles,Assess whether O=S(=O)(NCCCCN1CCC2CCCCC2C1)c1cnc2ccccc2c1 and OCC1C2CC(=NO)C12 denote the same chemical substance.,0,Which compound more closely resembles O=S(=O)(NCCCCN1CCC2CCCCC2C1)c1cnc2ccccc2c1: CC(C)c1ccc(S(=O)(=O)N2CCN(C(=S)NCc3ccco3)CC2)cc1 or O=C1CCCN1Cc1ccc(-n2nc(C(F)(F)F)c3c2CCCC3)cc1F?,A,Assess the molecular weight of CC(C)c1ccc(S(=O)(=O)N2CCN(C(=S)NCc3ccco3)CC2)cc1 and O=C1CCCN1Cc1ccc(-n2nc(C(F)(F)F)c3c2CCCC3)cc1F. Which one is higher?,A
smiles,smiles,Are CC1(C)C=C2C3CCC4C5(C)CCC(OC(=O)C6CCC6)C(C)(C)C5CCC4(C)C3(C)CCC2(C(=O)O)CC1 and CC12CCC3C(C)(C2CCC2C4C(CCC(C)(C)C=4)(C(O)=O)CCC12C)CCC(C3(C)C)OC(=O)C1CCC1 equivalent representations of the same molecule?,1,Compare CC(C)[C@@]1(C)NC(=O)N(CCc2ccc3c(c2)CCO3)C1=O and C[C@@H]1CC(C)(C)C[C@]2(C1)NC(=O)N(CCC#N)C2=O to CC1(C)C=C2C3CCC4C5(C)CCC(OC(=O)C6CCC6)C(C)(C)C5CCC4(C)C3(C)CCC2(C(=O)O)CC1. Which is more chemically similar?,B,"Which molecule has a lower molecular weight, CC(C)[C@@]1(C)NC(=O)N(CCc2ccc3c(c2)CCO3)C1=O or C[C@@H]1CC(C)(C)C[C@]2(C1)NC(=O)N(CCC#N)C2=O?",B
smiles,iupac,"Is the molecule described by O=C1CSC(=S)N1Cc1nnc(-c2ccccc2F)o1 identical to the one described by 3-[[5-(2-fluorophenyl)-1,3,4-oxadiazol-2-yl]methyl]-2-sulfanylidene-1,3-thiazolidin-4-one?",1,"Which molecule shares greater structural similarity with O=C1CSC(=S)N1Cc1nnc(-c2ccccc2F)o1, O=C(O)c1ccccc1NC1=CCCCC1 or Cc1ccc(OS(=O)(=O)c2cc(C)ccc2C)c([N+](=O)[O-])c1?",A,Determine whether O=C(O)c1ccccc1NC1=CCCCC1 or Cc1ccc(OS(=O)(=O)c2cc(C)ccc2C)c([N+](=O)[O-])c1 has the lower value of molecular weight.,A
smiles,smiles,Are CC1CC(C2OC2C)C1 and O=S(=O)(CC1CCOCC1)NC(C1CCCC1)C(F)(F)F equivalent representations of the same molecule?,0,Which compound more closely resembles CC1CC(C2OC2C)C1: CC#CCOCC or O=C(CCCC1CCN(C(=O)COc2ccc(Cl)cc2)CC1)c1ncco1?,B,Assess the molecular weight of CC#CCOCC and O=C(CCCC1CCN(C(=O)COc2ccc(Cl)cc2)CC1)c1ncco1. Which one is higher?,B
smiles,smiles,Do COc1c(C)coc1N and CCCN=COCC correspond to the same molecular structure?,0,Assess the chemical similarity of CC(=O)Nc1cccc(NC(=O)c2cnn3c(C)cc(C)nc23)c1 and O=C(O)CC(Oc1cc(O)ccc1OC1OC(CO)C(O)C(O)C1O)c1ccccc1 to COc1c(C)coc1N. Which is more similar?,A,"Which molecule demonstrates a higher value for molecular weight, CC(=O)Nc1cccc(NC(=O)c2cnn3c(C)cc(C)nc23)c1 or O=C(O)CC(Oc1cc(O)ccc1OC1OC(CO)C(O)C(O)C1O)c1ccccc1?",B
smiles,smiles,"Given CC1C(=NO)CC2CC21 and C12C(C(C(C2)=NO)C)C1, determine if they describe the same molecular structure.",1,Determine whether CCCCCCCCCCCCCCCCN(CCNC(C)=O)CC(=O)OCCC or CC12CCC1(C#N)C2 is more chemically similar to CC1C(=NO)CC2CC21.,B,Assess the molecular weight of CCCCCCCCCCCCCCCCN(CCNC(C)=O)CC(=O)OCCC and CC12CCC1(C#N)C2. Which one is higher?,A
